is_nine,pred_prob,f_1,f_2
FALSE,0,-210.8046198,404.4960504
FALSE,0,-755.8064132,134.766626
FALSE,0,690.1309604,-339.2139034
FALSE,0,186.8702777,762.6712478
FALSE,0,-773.4805709,41.5507172
FALSE,0,-387.912716,344.6009429
FALSE,0,-620.7797431,774.7968457
FALSE,0.001,169.5080592,176.9408367
FALSE,0,314.5206278,635.3553088
FALSE,0,741.9279809,-628.6672057
FALSE,0,40.756348,6.73968105
FALSE,0,-34.75680323,775.5284948
FALSE,0,639.8523099,51.46084621
FALSE,0,-895.8219719,-42.91444851
FALSE,0,-395.1361655,-387.1277527
FALSE,0,-15.23075919,591.6626775
FALSE,0,-291.4391987,277.5817132
FALSE,0,-655.1378956,105.1652657
FALSE,0,-152.666855,689.634782
FALSE,0,-79.45215132,394.0143115
FALSE,0,-133.3808302,129.5651704
FALSE,0,-285.6649456,321.7589322
FALSE,0,70.34362769,41.33089933
FALSE,0,-532.5578475,604.2217849
FALSE,0,1501.476815,-324.7456904
FALSE,0,-457.2698026,622.231157
FALSE,0,241.0155814,796.931371
FALSE,0,810.9867719,-522.1260516
FALSE,0,-846.6180931,210.1797883
FALSE,0,-677.1127843,-158.9680928
FALSE,0,-893.98648,368.9947764
FALSE,0,-887.9447844,107.2791623
FALSE,0,215.378999,863.3856325
FALSE,0,302.8946463,-28.32704596
FALSE,0,-417.0084324,92.60199509
FALSE,0,-910.9885859,288.6609164
FALSE,0,-841.8883878,34.84332363
FALSE,0,-832.1587912,346.6854178
FALSE,0,-586.9342441,264.0834438
FALSE,0,-412.0299581,451.074741
FALSE,0,-651.323273,-122.1565568
FALSE,0,7.272970247,-26.5196918
FALSE,0,-888.747157,208.8634944
FALSE,0,188.3382444,458.5441862
FALSE,0,111.0048655,922.2773099
FALSE,0,-44.80338613,223.6263212
FALSE,0,-509.9041477,-271.3457609
FALSE,0,15.29998183,496.693884
FALSE,0,-479.1915073,21.79744143
FALSE,0,-281.3253416,6.027572416
FALSE,0.177,-673.4009137,-209.4790868
FALSE,0.136,613.9655932,-117.3712993
TRUE,0.107,665.7079116,-545.0389257
FALSE,0.192,1427.679347,-298.7439601
FALSE,0.168,-690.2813119,537.0218702
FALSE,0.14,394.1938949,-323.1616007
FALSE,0.163,-761.1046847,553.6969868
FALSE,0.168,-741.7597018,-199.6792879
FALSE,0.157,-646.9026596,687.8541825
FALSE,0.13,885.6398395,1424.112433
TRUE,0.112,-419.2466346,-731.0359021
TRUE,0.183,2125.471861,-267.7837478
FALSE,0.107,-364.3901522,-392.1353833
TRUE,0.138,677.3731274,-345.862129
FALSE,0.174,-323.2865461,106.8159753
FALSE,0.163,-313.7387123,531.2554316
FALSE,0.18,-870.0413265,510.9971766
FALSE,0.126,-125.8375616,747.7481242
FALSE,0.109,-416.7989397,78.32045094
FALSE,0.11,-314.6191008,139.1364917
FALSE,0.182,443.7200954,861.560111
TRUE,0.109,812.9771065,93.66533208
FALSE,0.13,286.8776333,-462.1907356
TRUE,0.171,47.23549016,-3.698221895
TRUE,0.171,-718.1701096,-279.2456495
FALSE,0.156,326.957795,-585.1901317
FALSE,0.109,404.1479568,775.9754526
FALSE,0.126,38.66200131,1050.139624
FALSE,0.141,824.9040827,696.1141043
FALSE,0.113,309.3641871,1257.255982
FALSE,0.165,-756.89295,775.5226708
FALSE,0.109,-555.6788949,-735.9191261
FALSE,0.1,115.087502,548.8421956
FALSE,0.116,307.4642512,-13.27293586
TRUE,0.127,-26.30071877,1198.134086
FALSE,0.146,567.7512273,-120.6583248
FALSE,0.172,209.6992862,-27.89343507
FALSE,0.152,126.2453738,-45.80226472
FALSE,0.147,-165.1106749,-621.5229846
FALSE,0.149,13.43291704,1160.084511
FALSE,0.117,408.3519535,652.817369
FALSE,0.118,-447.3237995,-736.4549462
FALSE,0.182,1180.018696,-126.921411
FALSE,0.118,414.1191903,306.5872335
FALSE,0.162,-303.0472156,-23.13189067
TRUE,0.147,-419.6539385,40.20711551
FALSE,0.163,972.2437276,-361.200357
TRUE,0.162,580.9738582,94.77387814
FALSE,0.176,-863.2602766,269.295124
FALSE,0.113,-604.1069157,-58.29518393
FALSE,0.237,-53.22135749,888.0299598
TRUE,0.21,137.3604805,-214.1831497
TRUE,0.23,-683.9207479,-267.1801601
FALSE,0.215,-336.9494546,-248.0356367
FALSE,0.252,-691.7165681,-88.68900024
FALSE,0.287,267.791965,229.657665
FALSE,0.251,-633.4851089,-277.7319
TRUE,0.263,837.3072316,-343.7650417
FALSE,0.277,1312.788567,1370.734282
TRUE,0.226,716.5937251,-788.9923289
TRUE,0.295,633.7868699,39.80031888
FALSE,0.242,-217.950384,-24.48603787
TRUE,0.207,332.5275275,-709.0820318
TRUE,0.297,309.3219552,-123.4638083
FALSE,0.238,-447.9936151,-821.8368207
FALSE,0.262,-697.5783452,198.5683792
FALSE,0.217,1.072840209,397.7036376
TRUE,0.257,-491.0128938,-921.9514603
FALSE,0.21,33.75006876,692.8548431
TRUE,0.217,948.0075982,-97.00812279
TRUE,0.295,337.5448801,-401.6215426
FALSE,0.217,-94.68310034,279.0568111
FALSE,0.224,-450.9902754,315.2241865
FALSE,0.24,-271.967009,556.0733504
TRUE,0.279,29.43797667,711.6254559
FALSE,0.237,-883.3215698,256.7724537
FALSE,0.25,123.4455806,796.9069159
TRUE,0.245,-16.74342214,1041.646671
FALSE,0.281,-859.8474904,-70.99701229
FALSE,0.242,-316.675091,395.8349879
FALSE,0.228,-629.2517777,-47.88685369
FALSE,0.243,-941.0312225,-340.885331
FALSE,0.202,-65.82973618,-90.16954543
TRUE,0.298,213.9014802,185.4995865
FALSE,0.232,53.6853704,-1309.827865
FALSE,0.207,-231.5228367,-802.0583336
FALSE,0.266,75.15321001,-24.25002607
FALSE,0.25,-384.5786771,782.3833274
FALSE,0.213,-147.5991839,1002.816587
FALSE,0.247,28.31922011,544.7582186
FALSE,0.206,157.3509003,586.049987
TRUE,0.252,-626.0013778,-674.4363016
