is_nine,pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150
FALSE,0,-210.804557,404.5006333,-839.588856,437.5579735,287.2792221,140.1408539,-6.243740558,-555.4765631,419.8758459,197.3952188,-53.82646958,299.6855045,-385.8669054,-196.9011932,328.9695979,164.629883,107.8341843,-220.2682989,-188.2769285,126.0932655,-237.5379283,-153.8039681,-157.9331227,-97.90939859,-115.2024992,-416.8797975,-126.3237307,52.07921249,236.3787822,205.020702,-326.736988,107.1633622,82.16281381,40.87326082,-244.0728888,212.6912511,-244.2609566,-242.814881,332.6415961,87.8744117,57.92113825,-76.8567116,-25.38015237,102.2701781,-53.81079747,5.035212091,63.70523614,109.8969028,27.64980931,149.1938011,85.39937069,55.71109514,-15.46581207,97.54871313,-237.9729955,-306.136823,42.98713607,45.68575524,121.6481845,-153.4981109,-48.06618874,-17.01825286,84.18172228,-37.24029939,52.31940239,-34.21566904,134.2232586,-154.952781,3.798866041,-28.1974641,54.65410909,74.55632745,6.531475862,-48.69512793,-70.60251876,-180.4598877,-111.3274209,142.0119047,-179.8248716,-80.30716972,-134.9831487,5.950761977,-41.24698077,112.6729655,-9.015767547,26.0725626,19.42465835,-15.6429639,153.4084354,5.669229027,30.32951736,-94.93684066,145.3760039,7.274668261,191.3588158,-81.34707202,72.98388227,174.5317437,-14.87597274,-41.19428018,-91.38104564,-19.58369852,31.87435744,-120.9995015,-111.3112187,120.4107174,-112.034112,-17.02313511,-30.41848559,35.01284947,-17.78908453,31.98011135,113.8532005,-68.53780306,93.73765218,-85.83354406,28.36386097,-124.7025431,71.94527227,-21.24365326,-100.6547743,-71.22610217,29.21930415,-80.1216068,93.98639147,52.38680213,14.55925522,-8.845042333,-27.02778561,98.539096,57.23669233,65.24768866,-63.58756773,-71.9461154,-34.33592621,105.4415646,33.33369562,92.92326112,-60.87302929,-42.10196171,-22.763527,59.82723314,50.05958524,-26.71301907,77.65964418,24.35288433,-41.8650321,-92.6056798,33.30310381,-25.4265273
FALSE,0,-755.809412,134.7732935,-249.5957265,-728.0385501,-145.3530907,433.8524475,-57.74803458,196.9567987,-12.71793873,-145.5394723,-244.4642689,336.1474469,228.7988658,-33.49281279,134.686019,-5.800234031,-137.6590091,-240.0323344,-278.1716604,-23.11057206,-158.2572963,-67.73630478,-14.42879731,57.61772413,72.97401631,208.7777813,-183.6412884,26.82818355,-80.12543671,65.23726528,-237.6701834,-132.2447336,58.02072697,-183.0876576,136.1901001,103.5860892,262.6709152,95.69936444,-51.64373595,-46.70772589,316.1459529,-25.49080263,123.6769096,28.33136493,59.45320781,171.8304156,-8.971215303,64.89871866,45.7517142,63.32584972,31.99019964,49.95209545,133.803051,95.88519207,63.24602964,50.1154252,-102.8052454,-45.58694108,69.06025379,25.64856595,-40.46573575,-111.2697561,117.8080344,-130.0677729,-260.770172,56.17810589,75.6529597,108.4965941,-61.03852045,-11.43116605,86.18432823,-143.4545948,-217.7665473,-35.05684715,-22.71178565,-13.1835931,-3.211565288,61.16001458,61.13328777,5.533243339,-65.51604251,-2.10560788,17.96944393,0.52917765,-22.80963189,-9.023976787,127.6404133,59.25098823,45.41161536,-19.7565438,-22.31236425,-34.57654442,-14.11169787,-71.8895174,-29.05847625,25.26688405,28.22755315,-23.18297951,26.51316891,21.64041173,-98.69459306,56.21912182,14.8444035,-39.0295617,43.43252563,4.811866977,-94.92738852,-20.61783045,79.28684625,-21.75846033,-6.472882735,-86.60607164,32.73356429,8.048256265,65.13505258,22.22513404,-35.60878541,33.43188856,15.1009346,-24.66276986,3.172768502,11.44363827,34.08234867,-54.18861997,94.42457612,-11.99522187,-43.3620201,7.385062944,-46.59622702,-34.78909865,45.89152766,-7.320288012,120.3548164,-16.99972384,9.495009979,15.84051725,-60.08506852,46.18644014,81.41908227,-103.6785718,-55.13451899,73.34835342,-64.31251933,-19.35111499,-8.920247449,121.7392698,-63.88731006,-74.29482454,-86.25314482,-16.01795735
FALSE,0,690.1339885,-339.2322588,523.9700332,891.0766452,348.982277,234.123204,-552.102344,-448.5347393,-324.4162729,-210.1971741,-475.1149843,588.3240158,-334.41536,137.8326838,436.9312331,20.09311028,138.8447343,285.635375,151.5645009,240.0114162,-319.2404216,-0.621813362,266.8367969,-101.285275,115.7535694,-66.90865475,4.844054316,-31.71099136,106.1246628,-91.68808738,-102.0248593,-129.0931442,-2.548228517,-123.9225827,13.6897099,-4.382618015,361.6255328,-238.6195816,162.2000325,-115.3181929,-338.0398136,108.8407432,68.18120844,-282.1980133,-93.20882467,-163.7265337,120.8301927,-186.8361686,3.20268204,-46.93734576,50.96620024,-33.144616,22.33194103,55.2360917,75.26277614,65.62188889,2.035110616,15.78672522,68.28021715,-49.74798759,-157.7888306,214.6721534,-63.49063533,15.67300434,41.08450381,-14.24545966,-242.0410311,6.228080073,-26.50200585,181.8907056,-12.71831708,-77.2110019,-54.98281794,147.6999336,-154.0340595,-95.80134586,11.20766038,-11.13176283,-21.90759338,47.93253927,88.94075018,151.3459008,-23.53091845,-78.05797072,98.26467425,-2.693898254,-33.6712535,163.3868203,21.67718084,-54.29723469,124.0723783,11.57557441,-112.7145563,21.54464428,27.9642107,22.35964707,-70.23811565,-14.38839436,-55.27298255,34.76886074,-24.5543805,-108.673103,41.23916355,64.63265515,56.72654818,-45.67020898,-107.3892036,23.44452658,-15.59407457,62.13059257,-73.87010208,-111.5525408,44.27931795,61.24634249,-56.23073989,75.69646225,39.87646826,-54.10049414,-19.01796839,81.37836881,-76.71537459,14.46153946,116.2015785,-33.6102056,129.7043455,-34.29814995,-16.16375048,2.27124698,-16.72469038,12.58873171,63.35820387,-4.864389821,-17.84092149,-91.24514611,-95.82443308,47.87320812,-22.37883374,-66.87757478,16.94483956,30.66159005,-53.17108337,58.40713739,21.13873736,-78.83935646,53.62463454,-19.49642231,128.9489376,-0.577757173,112.1098886,46.88891427
FALSE,0,186.8790419,762.6747458,-401.0660666,369.46117,575.2733119,-249.3087147,192.9143162,48.27310093,-592.8910085,363.6764255,-57.41215256,-589.2714616,27.69559172,166.0849857,-212.1688591,321.8578002,270.5575915,110.5228194,-325.103266,59.02182294,23.35027994,-9.561405848,133.5894872,-454.2617572,227.132129,-259.5647356,85.35665843,414.0899805,-260.8313401,288.4376196,-43.37627627,-142.3220209,-68.0152885,-85.81661084,90.83922764,76.5627872,96.24690778,-13.19380556,-191.9377202,-168.9726423,179.862405,108.6786003,309.5877548,-40.61897416,185.1137684,-6.86632728,79.97342399,-255.5789915,-10.54495678,84.43687043,-174.1230622,29.10799205,71.95187844,-48.47354062,71.39990012,37.97090574,17.84583104,-28.07952856,-146.4294991,70.690883,-7.352348728,-43.70257446,34.69285573,-21.11751283,-45.38523527,163.5685596,-151.2589695,-71.66175526,94.35947954,79.26970315,92.89329043,126.0267882,-52.8785499,-77.57063949,-16.29183415,-29.6250183,-173.7618754,-23.18181251,-81.81355139,-27.17983039,-156.8002756,17.15974295,-75.66701641,84.67159504,81.11150156,84.09445911,-39.13952843,-2.82089127,-75.3265693,131.9516093,-17.18935646,-66.31513751,33.43769316,30.17476071,125.3523961,28.03124983,-42.87319066,78.86811143,-64.8069882,2.606110531,-147.9536925,81.59712478,-107.4998986,-94.08044492,39.22264622,-95.02034529,-0.798954777,44.50510891,100.7773127,-11.99641211,26.95641003,-49.32662363,12.57339471,45.78337032,66.17979693,135.1717493,-59.14866707,-90.39022708,5.306718743,-82.62516077,-62.8293223,67.16393872,61.4824387,33.0757334,-67.28219603,31.69179304,-30.68327594,99.06950173,-40.41011598,16.00737325,19.10167795,12.29115909,53.32300994,-25.90657892,-90.5038952,-61.26106905,141.4222668,20.75638771,-160.8122191,-10.4286982,7.071160557,-4.257951877,44.27490032,82.37107636,-45.56956138,44.73566867,4.48699174,24.14134864,-11.72330387,22.65946035
FALSE,0,-773.4863224,41.56278316,-233.8157883,-627.574355,-373.2982579,255.0250176,-147.6690786,216.5740234,52.12409312,-242.7443094,-246.3974033,395.0321742,421.7954298,-12.56749823,232.3975663,54.4927551,-180.8610886,-215.0015877,-401.7302218,-31.89300354,-132.1428567,-123.2947358,-39.39191383,116.4352317,59.40727965,171.7877099,-153.5229945,3.415162446,-55.18096056,-15.10323983,-238.6043641,-64.36488527,84.52630766,-72.5203376,177.6834811,68.51782006,249.3551066,86.65421521,-99.24029908,-46.96363675,251.1917172,-96.96004297,123.010403,-24.39702376,-59.51650196,138.5452957,36.19080143,100.8336456,115.8445197,75.66783439,71.73301597,-56.82432299,95.61423272,95.77160666,-15.98926021,-112.4528311,-25.9533521,-34.61962173,61.93988987,32.10771755,-0.805011894,12.46205796,58.62777412,22.61924966,-159.7462888,112.0533419,-15.93395791,-68.30791208,47.62207213,19.30475272,21.97534549,-66.13287273,-135.8948633,-98.9008205,-84.00613713,-31.67029141,69.07179469,119.2812258,25.77251005,-52.70128687,-38.78543174,109.322069,75.35365297,-21.60644131,4.73660009,-37.91080619,0.664828001,37.48824522,28.04718109,-79.51928829,-60.8768832,5.636155718,-40.61261518,-17.69478082,60.37415718,18.46940085,-13.93813344,-34.25016993,-81.19052869,97.86762108,14.45753685,46.16800606,4.208094269,54.24706484,20.77659799,-51.40047502,-75.20695129,-136.0336575,0.076494005,-23.67836387,-19.62131231,-1.416208203,51.72503929,78.1342795,-8.089614817,-0.724560459,-22.52105376,6.114872751,-38.56706587,-62.98583432,127.2863604,-8.57801298,7.658120652,72.59339672,-22.7920917,79.22070125,19.32486813,9.77313634,36.84519845,52.16773136,-101.7158582,-59.48702791,63.58872009,-61.90072933,-56.61189429,-25.27641446,-3.822334122,40.6245009,-60.40640729,-146.6772876,-11.95185181,-61.5652958,-67.52039535,-0.885258278,-42.44626275,-3.076479434,11.42999992,29.10655804,-106.9453364,-51.26861264
FALSE,0,-387.9215381,344.6418712,-570.7375145,118.1734258,638.6114135,-271.2234407,-50.56608619,15.10822831,244.0937475,826.3390407,159.7788889,217.7127508,359.2486212,-357.9916219,-38.87956889,-256.1883076,215.6883589,-19.95154926,-40.71126629,-247.7894419,361.540852,418.0742217,-189.2337887,-137.4612432,-426.7524957,-488.2566146,-70.4948506,-36.71618391,-398.1990261,-22.65525401,-82.62404202,-162.0243085,19.12332621,-165.3906146,-231.5383894,58.44883911,-185.4145577,-161.5058325,3.283916254,76.20365179,-193.0678366,-218.4242744,176.0193396,63.29150613,-9.987156206,152.6001841,17.28306327,120.5132345,-250.5320521,-29.8073612,-82.54277206,12.19113685,22.37037271,9.25043585,-4.100936061,371.7417541,-123.7253203,79.13071362,6.842917011,-92.44243565,-81.74334479,141.2637772,146.2794899,4.719640903,65.13175799,-108.2854779,-39.86405883,-220.1553037,-39.29863425,125.45778,227.1839114,162.9989822,71.71394529,-193.115473,-88.99884402,-21.87093725,84.68865381,59.49500827,-25.71445867,123.9253183,-151.1941461,24.21919507,-76.28143372,-24.4389194,-138.635865,-14.26612346,2.772317375,56.44263402,-69.61036868,-76.92834988,-181.9598384,50.38477479,25.93066554,74.67306441,-51.09765066,-23.0131636,-66.00077211,3.008363971,-2.740898884,-24.88453429,45.06376865,-56.5451091,63.61430209,-155.5359506,52.14454236,186.8528001,-111.925757,131.5259853,22.94837245,-41.57253261,-117.904602,59.80982824,-193.6206024,-83.52130826,-31.0337835,34.29311801,36.51623187,-39.39398977,15.10305949,22.35530826,-82.20488649,99.90567654,-7.139209669,33.09774382,-55.88226357,-113.8268002,119.1834725,-17.52026072,145.8628275,-147.6019556,-157.918647,-15.93518272,34.39853054,24.22005872,12.49181112,-42.05500472,-74.35545212,-105.1637986,20.65604097,-61.64773621,29.2800841,-115.7713017,15.5423219,-61.94910531,79.76440308,-108.4279992,89.84767407,-23.99110524,-99.26480837,-17.99434428
FALSE,0,-620.7736293,774.772862,440.4873641,178.6570859,-27.9732644,60.36178124,-628.5747206,208.5996783,-180.8795759,204.6208024,-10.88732921,-191.7355672,-277.9530565,-145.2816011,-685.3946685,-165.0375275,-368.1530972,-40.42062481,317.5882832,37.49601216,-419.625852,5.259527888,-118.6645185,-26.85241048,177.7541075,-50.93658519,-573.7526158,263.0735699,-79.47123718,2.997598261,-123.3098657,367.3768239,-147.7436864,23.10190377,-86.25076423,22.0680006,11.09182387,-204.1527475,-36.92779274,41.82366505,-133.0330287,-17.43537166,-12.84859243,-321.5246343,91.53982161,-27.23102478,-87.35755652,189.9424978,128.790548,-68.54424994,6.688860081,294.9442563,110.0241632,202.2111577,-55.39698964,85.03412801,28.16362628,25.3441125,10.68745567,-72.95707679,9.748189033,158.9069902,-24.82947646,-43.26301074,26.26453062,-69.13974351,-139.1212091,9.047560439,-150.2339673,52.2071773,-5.924827318,-148.6902206,-89.7544727,-51.68001684,39.52449043,48.86944666,-21.59577176,-43.505624,-33.6055351,-6.637674056,118.2319885,-66.85995051,18.41427874,-2.604520952,-6.090579904,66.60035959,81.61529112,188.6137452,-53.7728577,115.3905241,30.36582197,-83.04768306,-17.45756051,-148.9718205,-104.0734045,-115.0522188,-50.09063133,-16.12351397,-33.49281628,113.8051859,-59.68334537,49.14901807,98.67594952,10.04971757,-6.088139401,129.5974926,-35.14388871,-126.8210015,48.03590052,-12.12700005,-15.54761776,123.8692234,25.89080412,76.0532439,4.476737275,-75.40020282,174.0466277,15.76885568,20.42280413,23.07251285,-155.862234,-114.4827309,-89.73165786,-76.64715451,-70.86102238,-46.47242087,7.98303218,39.94761384,-132.2467914,-8.946147623,103.4340588,-86.40737181,-16.04858279,60.42115615,3.895655335,83.12326651,-20.72577846,-11.31927595,-95.71526731,12.37955842,-25.1852937,-71.59250809,-87.40961972,-111.8019811,37.70732358,-4.793670776,44.03937767,-45.08255263,16.47787308,-60.67297046
FALSE,0.001,169.5089494,177.0037095,15.56572992,357.7076986,122.3127783,330.8644975,-46.20227534,137.1520111,-439.8589588,455.8062666,-314.0076285,-664.4886081,726.422988,291.6466456,504.093207,369.6374093,481.2426143,-190.5421342,-144.5036603,-608.3877421,235.7009514,49.4922817,-79.28895617,227.8723074,66.64650661,477.0766822,-295.3132466,89.30749215,66.88472336,27.55864212,236.9322869,-59.28253997,-386.3451147,50.63206565,-227.7414364,-95.38238267,100.5872105,-141.8463343,-104.5451554,-79.76066279,346.5164853,-98.45656754,91.09100102,-36.93563375,-43.13858208,39.08619651,-126.5158727,-124.0992191,223.8883183,-173.1584993,123.1376146,-156.2907963,-104.9814594,-163.1563583,-328.3342363,31.8377262,365.8519104,97.14989052,119.172826,91.47229684,-93.26874638,49.18729611,108.9944445,-18.28714402,-3.116879834,6.517959378,-165.7582654,-29.17551136,1.731111654,188.3914342,-67.25478598,92.38364729,204.6802909,127.7334775,245.5399301,-149.5570609,262.7517757,-154.7889889,230.607015,-98.72993635,-81.03648904,113.2935812,22.40170198,-142.3475375,-70.82022457,-66.06171239,-49.82828389,-39.69196397,44.35047339,0.736325514,-131.9122074,138.616669,-111.7469531,-26.25961477,88.6147524,-4.47726093,-134.9820875,33.9138761,108.5165187,22.66359477,-2.041815231,-16.10110553,-29.48644454,8.692314596,-62.02610295,-25.73891977,-57.71516268,33.51566456,-12.42222926,-100.6269745,50.00229515,137.3801643,33.91447903,-187.1297216,144.4747225,70.10898502,75.61496602,-7.903126606,-122.0493552,119.1449019,-49.93491502,88.67997975,-21.68164076,-161.4229345,91.52055322,94.44682538,-41.31910556,92.42192001,-62.25327211,49.51482877,-7.124818572,-66.49274304,88.49416555,3.681323355,66.60615345,-89.87871733,57.90057962,-10.85909571,65.38714234,33.83540529,96.49918312,91.50585608,25.21264793,-73.32929605,59.70344603,-1.374291917,148.3788271,49.31762504,25.22583587,-47.23718956
FALSE,0,314.5077883,635.352872,-435.9936002,450.3284308,-242.5718966,-108.2796918,-596.7627469,-313.974129,65.36555169,56.79589278,-178.3771515,971.5155757,597.3248379,-228.0045378,-365.9138711,-112.8353585,156.289905,-71.73632015,-192.1060344,-102.6210129,-348.9715817,-161.9433933,-127.6826827,6.156000701,21.69616959,-376.3251173,-245.8328289,-264.3237892,-189.7881594,-395.4955558,-134.5824622,-9.701614784,32.55192197,264.4901555,-23.25077101,354.3175232,-208.821697,-20.74186477,93.13376614,-8.035973987,144.8615887,78.19281726,-218.2827538,51.92164498,67.6489889,56.2686179,-8.949783677,-86.5754582,67.72543337,157.5921435,-300.4521555,232.1152783,146.8360573,172.4554047,-26.16508581,-93.32016755,-112.5264902,-284.0673199,22.29008494,61.37090604,194.3188596,44.69303926,124.9301132,-1.582266852,218.3904616,-35.19718348,-66.80204748,92.83164065,142.1986176,4.36014663,-8.836453029,-18.20547343,-47.35124053,-92.0115615,-41.827455,-96.81128261,62.67405882,8.918690545,1.359027305,-48.64065831,-66.51981378,-21.93360431,177.84999,203.613414,-121.9644241,83.25251384,60.3419144,-138.3937019,132.245026,61.88118961,40.53829323,-17.57234726,-8.785841333,45.84650085,95.16949098,43.19570528,-112.1200677,15.09255214,-19.28990125,-0.790471192,130.6154437,-119.9964463,15.11405438,-81.53921516,28.12612663,69.22980932,82.77158103,-3.370248098,-200.8252772,-72.43062306,26.20871426,-133.7729555,28.09953925,-107.0604977,215.2296832,5.35972835,-49.19329343,99.39345399,-145.3801016,-80.3933068,66.88942642,95.35530292,54.90107741,25.86952338,2.674556943,18.30874289,28.18093824,37.53086076,-58.06883033,89.26990428,117.2626635,-97.42032663,-106.3552387,63.53414297,78.39300924,36.25561186,3.858919434,71.56869702,-46.13718492,-9.343253087,42.33744045,8.681872891,131.3824968,71.26845724,-153.0592332,-21.92320747,-61.64487029,54.17379512,103.3394043,-99.09791777
FALSE,0,741.9287184,-628.6690454,49.97143765,113.8366193,1482.490501,419.7814385,-132.3369583,752.0749437,-218.8038586,94.45988561,-249.1944623,240.1413811,48.47170161,291.6337376,27.17221794,-200.9902784,-107.0567396,-160.0258479,-158.0745093,-12.43800145,-143.0824899,-236.326266,202.1280029,-65.2083113,-162.5868113,-9.691892326,261.2480768,212.8252926,-347.060667,134.6866489,105.0518655,167.0389472,53.89100456,-181.2641243,-159.5715744,-301.7552106,-72.8008813,109.185476,123.0901461,-12.55082792,7.673851182,39.08311829,-63.5235588,-83.15483885,-234.3435001,54.87254796,102.4547448,-229.5230203,105.248513,-189.7783508,-86.44789274,216.6516194,-15.79087711,-172.583953,-158.6926919,-111.4241151,-112.8094677,-4.04309491,-33.15220207,-84.11992538,255.8722209,35.37598503,-103.7203549,-40.17528036,10.5870682,-123.4461842,-100.1066735,2.696490453,6.950402641,168.4562951,215.166125,-20.72113376,-106.4912183,33.31907354,-1.172201258,-164.5883518,-30.82040358,-158.0865216,-78.53603078,-76.62959583,32.26871612,-17.23981615,-204.2777755,-30.71048156,-49.13410822,169.2789201,41.93988386,-15.76855707,122.456979,-117.8629775,-185.7638403,-63.72488045,-42.78578122,43.8375068,147.8241903,73.48410785,-89.28342476,56.97046417,20.14239198,-37.06361842,7.703818703,38.81469602,-49.45740402,-69.14600884,-63.22717584,-82.80127169,141.9947278,-65.90586148,26.34936679,45.39116535,43.78265533,-126.423997,134.9442284,-105.8176809,94.62404852,34.77813228,-78.63597943,107.5407663,48.93836434,-91.19514716,-27.67542422,53.42156914,-186.9321739,19.7453731,-80.32313003,-23.30857499,122.950186,6.494812257,54.89269782,24.87967009,30.47879378,-155.6617476,-46.01350245,29.57478404,86.45603541,-82.85777965,9.53539905,99.8940371,-17.312168,58.77412787,49.35412751,-72.72715486,-40.1558678,4.320073107,8.467099833,-86.55530315,-71.25445952,-34.74239842,-63.31275814,-62.55348021
